order_id,invoice_id,order_date,ship_date,region,country,state,city,sales_channel,customer_segment,customer_name,sales_rep,product,category,subcategory,quantity,unit_price,discount_pct,gross_revenue,net_revenue,shipping_cost,total_cost,profit,profit_margin_pct,payment_method,order_priority,fulfillment_status,returned,satisfaction_score
SO-2025-00384,INV-000384,2025-02-27,2025-03-02,North,United States,New York,New York,Retail,Consumer,SilverOak Supply,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,14,252.58,0.03,3536.12,3430.04,94.33,2454.38,975.66,28.44,Credit Card,High,Returned,yes,2
SO-2025-00385,INV-000385,2025-01-20,2025-01-25,South,United States,Texas,Dallas,Marketplace,Enterprise,Northwind Homes,Daniel Brooks,Terra Blender,Home Appliances,Kitchen,12,114.77,0.10,1377.24,1239.52,83.66,996.67,242.84,19.59,PayPal,Critical,Delivered,no,4
SO-2025-00386,INV-000386,2025-02-20,2025-02-21,North,United States,Massachusetts,Boston,Inside Sales,Government,Elevate Partners,Marcus Lee,Crest Air Purifier,Home Appliances,Air Quality,24,294.49,0.03,7067.76,6855.73,53.23,4291.19,2564.54,37.41,PayPal,Low,Delivered,no,5
SO-2025-00387,INV-000387,2025-02-06,2025-02-07,East,United States,Virginia,Richmond,Inside Sales,Enterprise,Elevate Technologies,Noah Bennett,Summit Desk,Furniture,Office,11,522.81,0.05,5750.91,5463.36,78.78,3437.19,2026.18,37.09,PayPal,Medium,Delivered,no,4
SO-2025-00388,INV-000388,2025-02-23,2025-02-26,East,United States,Virginia,Richmond,Online,SMB,PrimeAxis Stores,Noah Bennett,Nimbus Tablet,Electronics,Mobile Devices,15,683.07,0.03,10246.05,9938.67,28.61,6380.75,3557.92,35.80,Wire Transfer,Critical,Processing,no,4
SO-2025-00389,INV-000389,2025-02-28,2025-03-06,West,United States,California,San Francisco,Inside Sales,Enterprise,Cobalt Industries,Marcus Lee,Orbit Camera,Electronics,Security,22,196.13,0.00,4314.86,4314.86,42.23,2752.50,1562.36,36.21,PayPal,High,Delivered,no,4
SO-2025-00390,INV-000390,2025-03-08,2025-03-13,East,United States,Virginia,Richmond,Marketplace,Government,Lighthouse Homes,Sana Khan,Pulse Headphones,Electronics,Accessories,9,186.26,0.00,1676.34,1676.34,24.45,908.78,767.56,45.79,Credit Card,Medium,Delivered,no,3
SO-2025-00391,INV-000391,2025-01-26,2025-01-29,South,United States,Texas,Dallas,Online,Enterprise,Lighthouse Retail,Daniel Brooks,Harbor Chair,Furniture,Office,27,260.25,0.10,7026.75,6324.07,57.71,3922.75,2401.33,37.97,ACH,High,Returned,yes,2
SO-2025-00392,INV-000392,2025-03-09,2025-03-15,East,United States,Pennsylvania,Philadelphia,Marketplace,Consumer,PrimeAxis Services,Noah Bennett,Apex Drill,Industrial,Tools,4,323.47,0.12,1293.88,1138.61,72.11,892.68,245.94,21.60,Credit Card,Medium,Delivered,no,5
SO-2025-00393,INV-000393,2025-02-17,2025-02-22,East,United States,Pennsylvania,Philadelphia,Inside Sales,Government,Greenline Supply,Sana Khan,Nimbus Tablet,Electronics,Mobile Devices,25,636.92,0.10,15923.00,14330.70,73.75,11332.48,2998.22,20.92,Invoice,Low,Delivered,no,4
SO-2025-00394,INV-000394,2025-03-13,2025-03-14,East,United States,Pennsylvania,Philadelphia,Inside Sales,Consumer,Summit Homes,Anika Shah,Orbit Camera,Electronics,Security,12,223.79,0.05,2685.48,2551.21,68.67,1694.97,856.23,33.56,ACH,Low,Delivered,no,5
SO-2025-00395,INV-000395,2025-02-14,2025-02-19,South,United States,Florida,Miami,Online,Government,Lighthouse Industries,Elena Cruz,Aurora Laptop,Electronics,Computers,14,1199.55,0.10,16793.70,15114.33,42.12,12477.97,2636.36,17.44,Invoice,Low,Delivered,no,3
SO-2025-00396,INV-000396,2025-02-09,2025-02-13,South,United States,Florida,Miami,Distributor,Government,BluePeak Homes,Daniel Brooks,Harbor Chair,Furniture,Office,22,230.03,0.12,5060.66,4453.38,75.64,3138.22,1315.16,29.53,PayPal,Low,Returned,yes,2
SO-2025-00397,INV-000397,2025-02-22,2025-02-26,North,United States,Massachusetts,Boston,Distributor,SMB,Northwind Stores,Anika Shah,Harbor Chair,Furniture,Office,21,255.63,0.08,5368.23,4938.77,73.24,3012.95,1925.83,38.99,PayPal,Medium,Returned,yes,4
SO-2025-00398,INV-000398,2025-03-09,2025-03-10,East,United States,Pennsylvania,Philadelphia,Inside Sales,Government,Elevate Industries,Noah Bennett,Harbor Chair,Furniture,Office,5,220.13,0.08,1100.65,1012.60,71.23,797.19,215.41,21.27,Wire Transfer,High,Delivered,no,3
SO-2025-00399,INV-000399,2025-02-20,2025-02-22,East,United States,Pennsylvania,Philadelphia,Marketplace,SMB,Northwind Retail,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,4,275.59,0.00,1102.36,1102.36,44.66,716.19,386.17,35.03,PayPal,Medium,Delivered,no,4
SO-2025-00400,INV-000400,2025-02-28,2025-03-05,North,United States,New York,New York,Distributor,Government,Northwind Foods,Noah Bennett,Pulse Headphones,Electronics,Accessories,15,195.82,0.00,2937.30,2937.30,19.39,1555.74,1381.56,47.04,Credit Card,Medium,Delivered,no,5
SO-2025-00401,INV-000401,2025-02-21,2025-02-24,South,United States,Florida,Miami,Retail,Government,SilverOak Industries,Priya Nair,Summit Desk,Furniture,Office,25,462.89,0.00,11572.25,11572.25,47.80,7310.65,4261.60,36.83,Credit Card,High,Delivered,no,4
SO-2025-00402,INV-000402,2025-02-20,2025-02-23,West,United States,Washington,Seattle,Distributor,Consumer,SilverOak Industries,Jordan Reed,Summit Desk,Furniture,Office,20,485.58,0.05,9711.60,9226.02,19.12,6015.09,3210.93,34.80,Credit Card,Low,Processing,no,3
SO-2025-00403,INV-000403,2025-03-08,2025-03-11,South,United States,Florida,Miami,Marketplace,Government,BrightPath Foods,Elena Cruz,Terra Blender,Home Appliances,Kitchen,21,145.02,0.12,3045.42,2679.97,61.65,1693.02,986.95,36.83,PayPal,High,Returned,yes,2
SO-2025-00404,INV-000404,2025-03-16,2025-03-18,North,United States,New York,New York,Retail,Consumer,PrimeAxis Industries,Jordan Reed,Orbit Camera,Electronics,Security,10,202.39,0.05,2023.90,1922.70,89.22,1431.56,491.15,25.54,Invoice,Low,Delivered,no,3
SO-2025-00405,INV-000405,2025-03-03,2025-03-07,East,United States,Virginia,Richmond,Inside Sales,Government,Cobalt Stores,Priya Nair,Vertex Monitor,Electronics,Displays,11,422.48,0.03,4647.28,4507.86,62.87,2792.27,1715.59,38.06,ACH,Critical,Delivered,no,3
SO-2025-00406,INV-000406,2025-02-12,2025-02-14,South,United States,Texas,Dallas,Inside Sales,Government,Northwind Homes,Noah Bennett,Summit Desk,Furniture,Office,7,408.20,0.03,2857.40,2771.68,25.58,2123.74,647.94,23.38,PayPal,Low,Processing,no,5
SO-2025-00407,INV-000407,2025-03-04,2025-03-05,North,United States,Massachusetts,Boston,Marketplace,SMB,Elevate Retail,Sana Khan,Pulse Headphones,Electronics,Accessories,8,208.98,0.00,1671.84,1671.84,81.30,938.09,733.75,43.89,Credit Card,Medium,Delivered,no,4
SO-2025-00408,INV-000408,2025-02-12,2025-02-15,East,United States,Pennsylvania,Philadelphia,Online,Government,Greenline Retail,Noah Bennett,Nimbus Tablet,Electronics,Mobile Devices,23,736.71,0.00,16944.33,16944.33,44.72,10002.64,6941.69,40.97,PayPal,High,Delivered,no,5
SO-2025-00409,INV-000409,2025-02-14,2025-02-20,East,United States,Pennsylvania,Philadelphia,Inside Sales,Consumer,SilverOak Retail,Anika Shah,Aurora Laptop,Electronics,Computers,21,1407.91,0.03,29566.11,28679.13,90.64,19141.46,9537.67,33.26,Credit Card,Critical,Delivered,no,3
SO-2025-00410,INV-000410,2025-02-24,2025-02-26,East,United States,Virginia,Richmond,Online,Consumer,BrightPath Stores,Noah Bennett,Apex Drill,Industrial,Tools,26,363.56,0.00,9452.56,9452.56,13.70,5391.73,4060.83,42.96,PayPal,High,Processing,no,5
SO-2025-00411,INV-000411,2025-03-08,2025-03-14,South,United States,Texas,Dallas,Distributor,Enterprise,Elevate Services,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,5,305.88,0.08,1529.40,1407.05,28.59,874.82,532.22,37.83,Invoice,Medium,Delivered,no,4
SO-2025-00412,INV-000412,2025-02-17,2025-02-22,North,United States,Massachusetts,Boston,Online,Consumer,PrimeAxis Foods,Noah Bennett,Apex Drill,Industrial,Tools,12,372.77,0.10,4473.24,4025.92,30.61,2657.33,1368.59,33.99,PayPal,Low,Processing,no,4
SO-2025-00413,INV-000413,2025-02-24,2025-03-02,South,United States,Texas,Dallas,Marketplace,Government,PrimeAxis Logistics,Sana Khan,Harbor Chair,Furniture,Office,11,262.61,0.08,2888.71,2657.61,47.50,1608.34,1049.27,39.48,Credit Card,Critical,Delivered,no,5
SO-2025-00414,INV-000414,2025-03-11,2025-03-14,East,United States,Virginia,Richmond,Online,Government,Cobalt Retail,Elena Cruz,Crest Air Purifier,Home Appliances,Air Quality,20,251.45,0.08,5029.00,4626.68,13.35,3516.55,1110.13,23.99,Invoice,Critical,Delivered,no,5
SO-2025-00415,INV-000415,2025-03-11,2025-03-13,East,United States,Virginia,Richmond,Online,Government,PrimeAxis Retail,Jordan Reed,Vertex Monitor,Electronics,Displays,8,351.76,0.10,2814.08,2532.67,93.52,1964.75,567.92,22.42,Credit Card,Medium,Processing,no,5
SO-2025-00416,INV-000416,2025-04-04,2025-04-08,West,United States,Washington,Seattle,Online,SMB,Cobalt Partners,Priya Nair,Vertex Monitor,Electronics,Displays,23,428.69,0.08,9859.87,9071.08,72.25,5480.36,3590.72,39.58,Credit Card,Medium,Delivered,no,3
SO-2025-00417,INV-000417,2025-02-21,2025-02-23,South,United States,Florida,Miami,Distributor,SMB,BluePeak Partners,Noah Bennett,Aurora Laptop,Electronics,Computers,17,1309.75,0.10,22265.75,20039.17,32.07,15183.87,4855.30,24.23,PayPal,Low,Delivered,no,3
SO-2025-00418,INV-000418,2025-04-06,2025-04-10,South,United States,Texas,Dallas,Online,Enterprise,Northwind Technologies,Sana Khan,Pulse Headphones,Electronics,Accessories,17,189.49,0.12,3221.33,2834.77,49.31,1764.44,1070.33,37.76,PayPal,Critical,Processing,no,5
SO-2025-00419,INV-000419,2025-02-24,2025-02-28,East,United States,Virginia,Richmond,Marketplace,Enterprise,SilverOak Retail,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,14,280.78,0.08,3930.92,3616.45,72.14,2579.02,1037.42,28.69,ACH,High,Processing,no,5
SO-2025-00420,INV-000420,2025-04-05,2025-04-09,East,United States,Virginia,Richmond,Retail,Government,Greenline Partners,Daniel Brooks,Nimbus Tablet,Electronics,Mobile Devices,17,590.85,0.08,10044.45,9240.89,89.93,7241.44,1999.46,21.64,PayPal,Medium,Delivered,no,5
